data/images/000001.jpg,507,333,2171,1306,plastic
data/images/000001.jpg,2332,81,4607,2100,plastic
data/images/000001.jpg,862,888,3069,2111,plastic
data/images/000001.jpg,1270,6,3640,843,plastic
data/images/000002.jpg,1392,385,3223,1097,plastic
data/images/000002.jpg,1007,476,1832,1091,plastic
data/images/000002.jpg,701,579,1501,1094,plastic
data/images/000002.jpg,683,1106,1526,1637,plastic
data/images/000002.jpg,1000,1106,1746,1676,plastic
data/images/000002.jpg,1389,1094,3204,1764,plastic
data/images/000003.jpg,1383,1355,3083,1918,plastic
data/images/000003.jpg,1535,773,3250,1364,plastic
data/images/000003.jpg,883,955,1535,1321,plastic
data/images/000003.jpg,1097,1112,2000,1558,plastic
data/images/000004.jpg,1144,342,2723,827,plastic
data/images/000004.jpg,950,734,1592,1176,plastic
data/images/000004.jpg,1349,703,3013,1209,plastic
data/images/000004.jpg,1122,1137,1910,1603,plastic
data/images/000004.jpg,1604,1164,3323,1737,plastic
data/images/000004.jpg,1317,1579,2998,2091,plastic
data/images/000005.jpg,1717,418,3074,982,plastic
data/images/000005.jpg,1459,627,2111,1055,plastic
data/images/000005.jpg,1801,897,3253,1385,plastic
data/images/000005.jpg,1553,1088,2338,1506,plastic
data/images/000005.jpg,1976,1421,3367,1949,plastic
data/images/000005.jpg,1677,1569,2392,2039,plastic
data/images/000006.jpg,1895,190,3523,915,plastic
data/images/000006.jpg,1495,491,2556,1040,plastic
data/images/000006.jpg,1141,812,2095,1240,plastic
data/images/000006.jpg,2038,852,3695,1464,plastic
data/images/000006.jpg,1598,1067,2486,1624,plastic
data/images/000006.jpg,1223,1261,2074,1752,plastic
data/images/000007.jpg,1574,94,3162,634,plastic
data/images/000007.jpg,1829,512,3456,1124,plastic
data/images/000007.jpg,1295,564,2065,1070,plastic
data/images/000007.jpg,1479,1003,3097,1479,plastic
data/images/000007.jpg,1097,985,1710,1461,plastic
data/images/000007.jpg,1244,1418,2829,1870,plastic
data/images/000008.jpg,1382,33,3043,791,plastic
data/images/000008.jpg,1014,227,1871,752,plastic
data/images/000008.jpg,1416,724,3076,1309,plastic
data/images/000008.jpg,1044,824,1832,1379,plastic
data/images/000008.jpg,1497,1415,3146,2073,plastic
data/images/000008.jpg,1083,1479,1753,2027,plastic
data/images/000009.jpg,783,300,1856,1294,plastic
data/images/000009.jpg,1768,264,2614,1237,plastic
data/images/000009.jpg,2582,240,3597,1173,plastic
data/images/000009.jpg,680,1164,1707,2052,plastic
data/images/000009.jpg,1714,1191,2662,2064,plastic
data/images/000009.jpg,2601,1206,3637,2111,plastic
data/images/000010.jpg,692,0,4607,992,plastic
data/images/000010.jpg,523,1106,2200,2111,plastic
data/images/000010.jpg,798,1158,4599,2111,plastic
data/images/000011.jpg,1714,321,4531,2111,plastic
data/images/000011.jpg,1110,6,4606,928,plastic
data/images/000011.jpg,832,867,2617,2024,plastic
data/images/000011.jpg,626,400,2111,1206,plastic
data/images/000012.jpg,1673,6,4606,1092,plastic
data/images/000012.jpg,871,237,2383,1061,plastic
data/images/000012.jpg,1162,840,4177,1840,plastic
data/images/000012.jpg,644,1140,1817,1873,plastic
data/images/000012.jpg,1038,1852,3687,2111,plastic
data/images/000013.jpg,671,12,4377,1109,plastic
data/images/000013.jpg,149,376,3313,1261,plastic
data/images/000013.jpg,840,1270,4606,2097,plastic
data/images/000014.jpg,1026,9,3974,1046,plastic
data/images/000014.jpg,607,882,3450,1934,plastic
data/images/000014.jpg,146,206,1582,1164,plastic
data/images/000015.jpg,1258,440,3549,1337,plastic
data/images/000015.jpg,906,15,3146,646,plastic
data/images/000015.jpg,801,1088,2198,1821,plastic
data/images/000015.jpg,1656,1361,3924,2111,plastic
data/images/000016.jpg,1350,312,3159,973,plastic
data/images/000016.jpg,1274,972,3162,1496,plastic
data/images/000017.jpg,1783,597,2847,876,plastic
data/images/000017.jpg,1864,882,2955,1152,plastic
data/images/000017.jpg,1774,1073,2801,1349,plastic
data/images/000017.jpg,1692,1282,2662,1503,plastic
data/images/000018.jpg,1906,388,3373,834,plastic
data/images/000018.jpg,1822,867,3273,1237,plastic
data/images/000018.jpg,1773,1270,3182,1624,plastic
data/images/000019.jpg,1761,194,3252,773,plastic
data/images/000019.jpg,1904,682,3429,1212,plastic
